Email,Q1,Q2,Observation,Name,ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,starting Date,end Date,percentage,current Location,current TL,all Locations,current PMs,current PA,pms History,current DDs,assignment Type,comments,Project Studio,Studio,Office,dds History,business Unit Tag,business Unit Name,replacement reason,organizational Unit Type,billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user5@mail,3,5,xxxxxxxxxxxxx,User75,64,Business Analyst,Sr,CLI3,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,4,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,1,1,xxxxxxxxxxxxx,User143,65,UX,Arq,CLI4,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,74,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,2,4,xxxxxxxxxxxxx,User144,66,Java Developer,Jr. adv,CLI5,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,67,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,2,5,xxxxxxxxxxxxx,User212,67,Java Developer,Jr. adv,CLI5,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,84,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,1,1,xxxxxxxxxxxxx,User213,68,SQL Developer,Jr,CLI2,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,77,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,1,1,xxxxxxxxxxxxx,User281,69,SQL Developer,Jr,CLI2,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,29,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,3,2,xxxxxxxxxxxxx,User282,70,Business Analyst,Sr,CLI3,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,34,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,4,2,xxxxxxxxxxxxx,User350,71,UX,Arq,CLI4,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,98,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,3,1,xxxxxxxxxxxxx,User351,72,Java Developer,Jr. adv,CLI5,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,82,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,1,5,xxxxxxxxxxxxx,User419,73,Java Developer,Jr. adv,CLI5,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,33,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,1,3,xxxxxxxxxxxxx,User420,74,SQL Developer,Jr,CLI2,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,41,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,4,1,xxxxxxxxxxxxx,User488,75,SQL Developer,Jr,CLI2,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,95,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,5,3,xxxxxxxxxxxxx,User489,76,Business Analyst,Sr,CLI3,Cognizant,CLA056,Cogni Web,6/8/15,12/31/20,39,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,1,2,xxxxxxxxxxxxx,User10,77,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,100,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user4@mail,4,5,xxxxxxxxxxxxx,User24,78,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,71,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,5,5,xxxxxxxxxxxxx,User25,79,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,83,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,3,2,xxxxxxxxxxxxx,User26,80,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,62,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,4,2,xxxxxxxxxxxxx,User76,81,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,101,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user2@mail,5,3,xxxxxxxxxxxxx,User77,82,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,33,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user3@mail,4,5,xxxxxxxxxxxxx,User78,83,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,12,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,5,5,xxxxxxxxxxxxx,User79,84,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,90,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,4,1,xxxxxxxxxxxxx,User145,85,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,102,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user1@mail,2,1,xxxxxxxxxxxxx,User146,86,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,35,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user2@mail,2,2,xxxxxxxxxxxxx,User147,87,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,43,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user3@mail,5,3,xxxxxxxxxxxxx,User148,88,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,33,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,1,4,xxxxxxxxxxxxx,User214,89,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,103,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,3,3,xxxxxxxxxxxxx,User215,90,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,89,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,4,4,xxxxxxxxxxxxx,User216,91,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,11,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,3,4,xxxxxxxxxxxxx,User217,92,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,37,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user3@mail,5,4,xxxxxxxxxxxxx,User283,93,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,104,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user4@mail,3,5,xxxxxxxxxxxxx,User284,94,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,24,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,5,3,xxxxxxxxxxxxx,User285,95,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,73,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,5,2,xxxxxxxxxxxxx,User286,96,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,15,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,2,4,xxxxxxxxxxxxx,User352,97,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,105,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user3@mail,4,4,xxxxxxxxxxxxx,User353,98,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,52,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,4,2,xxxxxxxxxxxxx,User354,99,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,69,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user5@mail,5,1,xxxxxxxxxxxxx,User355,100,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,34,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,3,5,xxxxxxxxxxxxx,User421,101,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,106,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,4,2,xxxxxxxxxxxxx,User422,102,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,69,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,3,4,xxxxxxxxxxxxx,User423,103,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,71,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,4,1,xxxxxxxxxxxxx,User424,104,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,18,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user5@mail,1,2,xxxxxxxxxxxxx,User490,105,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,107,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,3,2,xxxxxxxxxxxxx,User491,106,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,86,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,5,2,xxxxxxxxxxxxx,User492,107,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,12,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,2,1,xxxxxxxxxxxxx,User493,108,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/15,12/31/20,31,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user1@mail,1,2,xxxxxxxxxxxxx,User1,109,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,100,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14
user2@mail,2,3,xxxxxxxxxxxxx,User27,110,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,14,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,3,2,xxxxxxxxxxxxx,User80,111,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,101,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user1@mail,2,3,xxxxxxxxxxxxx,User81,112,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,14,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user4@mail,1,5,xxxxxxxxxxxxx,User149,113,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,102,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user5@mail,2,5,xxxxxxxxxxxxx,User150,114,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,94,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user3@mail,2,1,xxxxxxxxxxxxx,User218,115,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,103,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user4@mail,3,1,xxxxxxxxxxxxx,User219,116,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,34,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user2@mail,5,3,xxxxxxxxxxxxx,User287,117,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,104,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user3@mail,3,3,xxxxxxxxxxxxx,User288,118,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,86,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user1@mail,4,4,xxxxxxxxxxxxx,User356,119,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,105,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,3,3,xxxxxxxxxxxxx,User357,120,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,52,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user5@mail,2,4,xxxxxxxxxxxxx,User425,121,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,106,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14
user1@mail,4,1,xxxxxxxxxxxxx,User426,122,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,19,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14
user4@mail,2,2,xxxxxxxxxxxxx,User494,123,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,107,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14
user5@mail,1,2,xxxxxxxxxxxxx,User495,124,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/15,12/31/20,29,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14
user2@mail,2,5,xxxxxxxxxxxxx,User2,125,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/15,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14
