Glober email,Glober,Legal ID,Current Skill,Current Seniority,Client Tag,Client,Project Tag,Project,Starting Date,End Date,Percentage,Current Location,Current TL,All Locations,Current PMs,Current PA,PMs History,Current DDs,Assignment Type,Comments,Project Studio,Glober Studio/BU,Glober Office,DDs History,Business Unit Tag,Business Unit Name,Replacement reason,Organizational Unit Type,Billable,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date,Organizational Unit de SAP,Organizational Unit SAP last,Entry Date
user3@mail,User213,68,SQL Developer,Jr,CLI2,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,77,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user1@mail,User281,69,SQL Developer,Jr,CLI2,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,29,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User282,70,Business Analyst,Sr,CLI3,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,34,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User350,71,UX,Arq,CLI4,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,98,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User351,72,Java Developer,Jr. adv,CLI5,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,82,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user4@mail,User419,73,Java Developer,Jr. adv,CLI5,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,33,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User420,74,SQL Developer,Jr,CLI2,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,41,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user3@mail,User488,75,SQL Developer,Jr,CLI2,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,95,AR/CB1,Carlos Sanchez,AR/CB2,Mario Almda,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User489,76,Business Analyst,Sr,CLI3,Cognizant,CLA056,Cogni Web,6/8/2015,12/31/20,39,AR/CB1,Carlos Sanchez,AR/CB3,Mario Almda,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User10,77,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,100,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user4@mail,User24,78,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,71,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User25,79,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,83,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User26,80,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,62,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User76,81,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,101,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user2@mail,User77,82,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,33,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user3@mail,User78,83,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,12,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User79,84,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,90,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User145,85,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,102,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user1@mail,User146,86,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,35,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user2@mail,User147,87,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,43,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user3@mail,User148,88,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,33,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user4@mail,User214,89,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,103,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User215,90,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,89,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User216,91,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,11,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User217,92,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,37,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user3@mail,User283,93,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,104,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user4@mail,User284,94,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,24,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User285,95,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,73,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user1@mail,User286,96,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,15,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user2@mail,User352,97,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,105,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user3@mail,User353,98,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,52,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User354,99,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,69,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user5@mail,User355,100,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,34,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User421,101,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,106,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user2@mail,User422,102,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,69,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User423,103,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,71,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user4@mail,User424,104,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,18,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user5@mail,User490,105,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,107,AR/CB1,Sebastian Tilo,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User491,106,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,86,AR/CB1,Sebastian Tilo,AR/CB2,Ximena Diaz,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,AR/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User492,107,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,12,AR/CB1,Sebastian Tilo,AR/CB3,Ximena Diaz,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,AR/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user3@mail,User493,108,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadoenvios,6/8/2015,12/31/20,31,AR/CB1,Sebastian Tilo,AR/CB4,Ximena Diaz,Pepo Alberto4,Pato Alberti4,Pepo Grosso4,ASSIGNED,,Studio4,AR/Studio1,AR/CBA/oficina4,Pepe gomez4,BUSST4,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User1,109,Web Mobile Developer,SSr,CLI1,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,100,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user2@mail,User27,110,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,14,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User80,111,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,101,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user1@mail,User81,112,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,14,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user4@mail,User149,113,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,102,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User150,114,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,94,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user3@mail,User218,115,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,103,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User219,116,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,34,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user2@mail,User287,117,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,104,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User288,118,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,86,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user1@mail,User356,119,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,105,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User357,120,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,52,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User425,121,SQL Developer,Jr,CLI2,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,106,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user1@mail,User426,122,Business Analyst,Sr,CLI3,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,19,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user4@mail,User494,123,UX,Arq,CLI4,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,107,AR/CB1,Norma Xira,AR/CB1,Ximena Diaz,Pepo Alberto1,Pato Alberti1,Pepo Grosso1,ASSIGNED,,Studio1,AR/Studio1,AR/CBA/oficina1,Pepe gomez1,BUSST1,Argentina,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user5@mail,User495,124,Java Developer,Jr. adv,CLI5,MercadoLibre,CLA055,Mercadopago,6/8/2015,12/31/20,29,AR/CB1,Norma Xira,AR/CB5,Ximena Diaz,Pepo Alberto5,Pato Alberti5,Pepo Grosso5,ASSIGNED,,Studio5,AR/Studio1,AR/CBA/oficina5,Pepe gomez5,BUSST5,Argentina,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user2@mail,User2,125,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user1@mail,User6,126,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user5@mail,User30,127,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,11,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user2@mail,User82,128,Web Mobile Developer,SSr,CLI1,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit1,No,Dev123,Development,8/25/14,,,
user3@mail,User83,129,SQL Developer,Jr,CLI2,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit2,No,Dev124,Development,8/25/14,,,
user4@mail,User84,130,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,91,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user1@mail,User151,131,Business Analyst,Sr,CLI3,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit3,No,Dev125,Development,8/25/14,,,
user2@mail,User152,132,UX,Arq,CLI4,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
user3@mail,User153,133,Java Developer,Jr. adv,CLI5,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,82,USA/CB1,Fabian Siro,AR/CB3,John Smith,Pepo Alberto3,Pato Alberti3,Pepo Grosso3,ASSIGNED,,Studio3,USA/Studio1,AR/CBA/oficina3,Pepe gomez3,BUSST3,USA,Position closed,Unit5,No,Dev127,Development,8/25/14,,,
user5@mail,User220,134,UX,Arq,CLI4,Microsoft,CLA056,BD Micro,6/8/2015,12/31/20,100,USA/CB1,Fabian Siro,AR/CB2,John Smith,Pepo Alberto2,Pato Alberti2,Pepo Grosso2,ASSIGNED,,Studio2,USA/Studio1,AR/CBA/oficina2,Pepe gomez2,BUSST2,USA,Position closed,Unit4,No,Dev126,Development,8/25/14,,,
